geneID,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS13195,423.1503632,71.62767621,950.4343937,3.265863748,3.695531796,0.935473113,3.950441488,7.80E-05,0.000389807,"COG3795@1|root,COG3795@2|Bacteria,2IM8J@201174|Actinobacteria,4F5RT@85017|Promicromonosporaceae",S,YCII-related domain,-,-,-,-,-,-,-,-,-,-,-,-,YCII
J2S48_RS12735,469.6001744,647.3294866,203.0062061,-1.546018273,-1.672241826,0.423552169,-3.948136615,7.88E-05,0.000393003,"2DMMI@1|root,32SFN@2|Bacteria,2IKP6@201174|Actinobacteria,4F4QI@85017|Promicromonosporaceae",S,Protein of unknown function (DUF3151),-,-,-,-,-,-,-,-,-,-,-,-,DUF3151
J2S48_RS13145,454.0282466,255.6896967,751.5360714,1.44527773,1.550176725,0.392694696,3.9475367,7.90E-05,0.000393414,"2E5NA@1|root,330D3@2|Bacteria,2IQ91@201174|Actinobacteria,4F4T8@85017|Promicromonosporaceae",S,Domain of unknown function (DUF4287),-,-,-,-,-,-,-,-,-,-,-,-,DUF4287
J2S48_RS10405,26062.79739,38629.98313,7212.018793,-2.171598743,-2.421343551,0.61354558,-3.946477052,7.93E-05,0.000394582,"COG0089@1|root,COG0089@2|Bacteria,2IQ7V@201174|Actinobacteria,4F4PX@85017|Promicromonosporaceae",J,One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome,rplW,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02892,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L23
J2S48_RS12120,3015.331931,4485.400781,810.2286543,-2.20784625,-2.469743075,0.626045872,-3.944987397,7.98E-05,0.000396465,"COG3979@1|root,COG3979@2|Bacteria,2I2KE@201174|Actinobacteria",M,to chymotrypsin. May be specialized for the degradation of chitin- linked proteins. Has a primary specificity for large aliphatic or aromatic amino acids,-,-,-,ko:K18546,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Pro_Al_protease,Trypsin"
J2S48_RS00265,589.3993103,843.9932644,207.5083792,-1.840214007,-2.021217699,0.512409742,-3.944534099,8.00E-05,0.000396639,"COG1834@1|root,COG1834@2|Bacteria,2GNTN@201174|Actinobacteria,4F59T@85017|Promicromonosporaceae",E,Amidinotransferase,ddaH,-,3.5.3.18,ko:K01482,-,-,-,-,"ko00000,ko01000,ko04147",-,-,-,Amidinotransf
J2S48_RS16805,5067.492508,3462.295557,7475.287933,1.052409334,1.111388369,0.281787504,3.944065487,8.01E-05,0.000396838,"COG0207@1|root,COG0207@2|Bacteria,2GKY0@201174|Actinobacteria,4F3CB@85017|Promicromonosporaceae",F,"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis",thyA,"GO:0003674,GO:0003824,GO:0004799,GO:0006139,GO:0006220,GO:0006221,GO:0006231,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009056,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009125,GO:0009129,GO:0009130,GO:0009131,GO:0009157,GO:0009159,GO:0009162,GO:0009165,GO:0009166,GO:0009176,GO:0009177,GO:0009178,GO:0009219,GO:0009221,GO:0009223,GO:0009262,GO:0009263,GO:0009264,GO:0009265,GO:0009394,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0032259,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042083,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046073,GO:0046078,GO:0046079,GO:0046385,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0072529,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576",2.1.1.45,ko:K00560,"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",M00053,R02101,"RC00219,RC00332","ko00000,ko00001,ko00002,ko01000",-,-,-,Thymidylat_synt
J2S48_RS24815,30552.87635,20006.00077,46373.18972,1.14878437,1.212752207,0.307978708,3.937779382,8.22E-05,0.000406786,"COG0638@1|root,COG0638@2|Bacteria,2GMC6@201174|Actinobacteria,4F40X@85017|Promicromonosporaceae",F,"Catalyzes the covalent attachment of the prokaryotic ubiquitin-like protein modifier Pup to the proteasomal substrate proteins, thereby targeting them for proteasomal degradation. This tagging system is termed pupylation. The ligation reaction involves the side-chain carboxylate of the C-terminal glutamate of Pup and the side-chain amino group of a substrate lysine",pafA,"GO:0000166,GO:0000302,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006464,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009405,GO:0009987,GO:0010035,GO:0010498,GO:0016020,GO:0016740,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0018193,GO:0018205,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0030312,GO:0030554,GO:0032446,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034599,GO:0034614,GO:0035639,GO:0035690,GO:0036094,GO:0036211,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044419,GO:0044464,GO:0050896,GO:0051409,GO:0051603,GO:0051704,GO:0051716,GO:0070490,GO:0070647,GO:0070887,GO:0071241,GO:0071704,GO:0071731,GO:0071732,GO:0071944,GO:0097159,GO:0097366,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170",6.3.1.19,ko:K13571,-,M00342,R11207,"RC00090,RC00096","ko00000,ko00002,ko01000,ko03051",-,-,-,Pup_ligase
J2S48_RS16905,757.4484472,410.6750003,1277.608618,1.513736238,1.630050209,0.414133589,3.936049269,8.28E-05,0.000409135,"COG1191@1|root,COG1191@2|Bacteria,2GYJG@201174|Actinobacteria,4F4SE@85017|Promicromonosporaceae",K,sigma factor activity,-,-,-,-,-,-,-,-,-,-,-,-,HTH_23
J2S48_RS17200,424.0284666,133.8309732,859.3247066,2.420645651,2.701164818,0.687860055,3.92691042,8.60E-05,0.000424376,"COG2335@1|root,COG2335@2|Bacteria,2GJC2@201174|Actinobacteria",M,Fasciclin,mpt,"GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0016020,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043207,GO:0044403,GO:0044419,GO:0044421,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0071944,GO:0075136",-,-,-,-,-,-,-,-,-,-,Fasciclin
J2S48_RS20665,279.4919878,414.6741084,76.71880698,-2.18264875,-2.434403698,0.620504736,-3.923263686,8.74E-05,0.000430232,"COG0537@1|root,COG0537@2|Bacteria,2IHPT@201174|Actinobacteria,4F4QJ@85017|Promicromonosporaceae",FG,HIT domain,hit,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT"
J2S48_RS09455,1208.824226,1647.749918,550.4356882,-1.463835061,-1.578839227,0.402929665,-3.918399072,8.91E-05,0.000438374,"COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria,4FM0U@85023|Microbacteriaceae",C,Aldehyde dehydrogenase family,gbsA,-,1.2.1.8,ko:K00130,"ko00260,ko01100,map00260,map01100",M00555,"R02565,R02566",RC00080,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
J2S48_RS02480,931.8326946,241.7529886,1966.952254,2.698848578,3.037319379,0.775396729,3.917116575,8.96E-05,0.000440078,"2AY0M@1|root,31Q26@2|Bacteria,2IMBI@201174|Actinobacteria,4F5JH@85017|Promicromonosporaceae",S,Short C-terminal domain,-,-,-,-,-,-,-,-,-,-,-,-,"PLDc_N,SHOCT"
J2S48_RS00965,5181.228278,6793.633587,2762.620315,-1.221452767,-1.298174481,0.331498032,-3.916085027,9.00E-05,0.000441329,"COG0044@1|root,COG0044@2|Bacteria,2GJ0T@201174|Actinobacteria,4F3KY@85017|Promicromonosporaceae",F,Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily,pyrC,"GO:0003674,GO:0003824,GO:0004038,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006145,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0019439,GO:0034641,GO:0040007,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575",3.5.2.3,ko:K01465,"ko00240,ko01100,map00240,map01100",M00051,R01993,RC00632,"ko00000,ko00001,ko00002,ko01000",-,-,-,Amidohydro_1
J2S48_RS18635,589.0181512,372.1852038,914.2675723,1.22051594,1.294036019,0.330708552,3.91291973,9.12E-05,0.000446515,"28PR0@1|root,2ZCCY@2|Bacteria,2GNNZ@201174|Actinobacteria,4F3A9@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS08315,8728.589064,5064.079351,14225.35363,1.392173573,1.489014893,0.380918617,3.909010552,9.27E-05,0.000453151,,,,,,,,,,,,,,,,
J2S48_RS17505,1380.312135,1785.920959,771.8988973,-1.145877241,-1.211984156,0.310182193,-3.907329896,9.33E-05,0.000455661,"COG0248@1|root,COG0248@2|Bacteria,2GJBN@201174|Actinobacteria,4F3BR@85017|Promicromonosporaceae",FP,Ppx/GppA phosphatase family,ppx,-,"3.6.1.11,3.6.1.40",ko:K01524,"ko00230,map00230",-,R03409,RC00002,"ko00000,ko00001,ko01000",-,-,-,Ppx-GppA
J2S48_RS24630,59.44047889,98.71491153,0.528829935,-6.366478221,-7.537664849,1.931532521,-3.902427098,9.52E-05,0.000464329,"COG1131@1|root,COG1131@2|Bacteria,2GN8P@201174|Actinobacteria",V,ABC transporter,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
J2S48_RS08510,3557.734646,4878.821842,1576.103853,-1.502652935,-1.629045661,0.417689463,-3.900135881,9.61E-05,0.000467409,"COG2259@1|root,COG2259@2|Bacteria,2I0MC@201174|Actinobacteria,4F4RI@85017|Promicromonosporaceae",S,DoxX,-,-,-,-,-,-,-,-,-,-,-,-,DoxX
J2S48_RS11340,561.8470397,810.0187067,189.5895392,-1.890884798,-2.088909951,0.536267983,-3.895272547,9.81E-05,0.00047621,"COG0345@1|root,COG0345@2|Bacteria,2GJ7D@201174|Actinobacteria,4F3BS@85017|Promicromonosporaceae",E,Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline,proC,"GO:0000287,GO:0003674,GO:0003824,GO:0004735,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016020,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0018130,GO:0019752,GO:0030145,GO:0040007,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.5.1.2,ko:K00286,"ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230",M00015,"R01248,R01251,R03291,R03293","RC00054,RC00083","ko00000,ko00001,ko00002,ko01000",-,-,-,"F420_oxidored,P5CR_dimer"
J2S48_RS10545,2885.066178,1818.981051,4484.193869,1.225219738,1.302156477,0.334997291,3.88706569,0.000101463,0.000491263,"COG1376@1|root,COG3409@1|root,COG1376@2|Bacteria,COG3409@2|Bacteria,2GXGF@201174|Actinobacteria,4F3VN@85017|Promicromonosporaceae",M,Putative peptidoglycan binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"PG_binding_1,YkuD"
J2S48_RS18900,46.10295025,75.62477316,1.820215871,-4.579405423,-5.381719951,1.384531508,-3.887033209,0.000101477,0.000491263,,,,,,,,,,,,,,,,
J2S48_RS15275,187.4788086,295.7682121,25.04470345,-3.09725826,-3.565028282,0.917986766,-3.883529057,0.000102951,0.000497695,"COG0279@1|root,COG0279@2|Bacteria,2IIGW@201174|Actinobacteria,4FXB9@85025|Nocardiaceae",G,SIS domain,gmhA,-,"2.7.7.71,5.3.1.28","ko:K03271,ko:K15669","ko00540,ko01100,map00540,map01100",M00064,"R05645,R09768,R09769,R09772","RC00002,RC00434","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,SIS_2
J2S48_RS22795,1358.05814,1905.546969,536.8248959,-1.670316658,-1.824774497,0.470103024,-3.881648072,0.000103751,0.000500851,"COG1233@1|root,COG1233@2|Bacteria,2GJ80@201174|Actinobacteria,4F5HR@85017|Promicromonosporaceae",Q,Flavin containing amine oxidoreductase,-,-,-,-,-,-,-,-,-,-,-,-,"Amino_oxidase,NAD_binding_8"
J2S48_RS20835,1668.353378,1022.843488,2636.618212,1.277184684,1.361580709,0.351281266,3.876041346,0.00010617,0.000511804,"COG1381@1|root,COG1381@2|Bacteria,2GK81@201174|Actinobacteria,4F3XI@85017|Promicromonosporaceae",L,Involved in DNA repair and RecF pathway recombination,recO,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",-,ko:K03584,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecO_C,RecO_N"
J2S48_RS10300,435.0987893,222.3848129,754.1697538,1.612593353,1.749699075,0.451609984,3.874358709,0.000106906,0.000514626,,,,,,,,,,,,,,,,
J2S48_RS24590,3596.079951,4834.047109,1739.129215,-1.37186166,-1.474466982,0.38073482,-3.872687512,0.000107642,0.000517439,"2EGCD@1|root,33A46@2|Bacteria,2GWRN@201174|Actinobacteria,4F5VI@85017|Promicromonosporaceae",S,Domain of unknown function (DUF4190),-,-,-,-,-,-,-,-,-,-,-,-,"DUF4190,DUF4352"
J2S48_RS18480,6765.398234,8653.356834,3933.460333,-1.079077137,-1.137658292,0.293899686,-3.870906801,0.000108431,0.0005205,"COG1501@1|root,COG1501@2|Bacteria,2GP4V@201174|Actinobacteria,4F45I@85017|Promicromonosporaceae",G,Galactose mutarotase-like,-,-,3.2.1.177,ko:K01811,-,-,-,-,"ko00000,ko01000",-,GH31,-,"Gal_mutarotas_2,Glyco_hydro_31"
J2S48_RS11325,56.06421456,6.936263229,129.7561416,3.86919083,4.504897564,1.164559817,3.868326467,0.000109585,0.000525299,"COG1175@1|root,COG1175@2|Bacteria,2GMTW@201174|Actinobacteria",G,PFAM binding-protein-dependent transport systems inner membrane component,-,-,-,ko:K02025,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,BPD_transp_1
J2S48_RS14390,336.2420183,181.079155,568.9863133,1.522164554,1.645092023,0.42551068,3.866159179,0.000110563,0.000529244,,,,,,,,,,,,,,,,
J2S48_RS04880,295.0320089,73.18601947,627.8009929,2.780883789,3.154464255,0.818378009,3.854532038,0.000115951,0.00055426,"2BMTT@1|root,32GDB@2|Bacteria,2I0S3@201174|Actinobacteria,4F5SC@85017|Promicromonosporaceae",S,Domain of unknown function (DUF4328),-,-,-,-,-,-,-,-,-,-,-,-,DUF4328
J2S48_RS20410,1458.817255,1883.712511,821.4743704,-1.131545585,-1.198544106,0.31101636,-3.853636845,0.000116376,0.000554737,,,,,,,,,,,,,,,,
J2S48_RS11890,552.2399596,231.3843399,1033.523389,1.946271403,2.148446307,0.557824016,3.851476892,0.000117408,0.000558873,"2DNRF@1|root,32YSD@2|Bacteria,2IAJC@201174|Actinobacteria,4F5XF@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS05400,3229.223669,1901.744806,5220.441964,1.361539985,1.45999752,0.379669007,3.845448255,0.000120332,0.000571997,"COG1846@1|root,COG1846@2|Bacteria,2INK0@201174|Actinobacteria",K,helix_turn_helix multiple antibiotic resistance protein,-,-,-,-,-,-,-,-,-,-,-,-,"MarR,MarR_2"
J2S48_RS08350,3531.993821,1962.663711,5885.988987,1.470559431,1.586454306,0.41261101,3.844915109,0.000120594,0.000572445,"COG1396@1|root,COG3800@1|root,COG1396@2|Bacteria,COG3800@2|Bacteria,2GMWU@201174|Actinobacteria,4F3TP@85017|Promicromonosporaceae",K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_3,HTH_31,Peptidase_M78"
J2S48_RS17890,23804.28899,15978.50066,35542.97149,1.091810439,1.153087189,0.299992973,3.843713998,0.000121186,0.000574456,"COG0745@1|root,COG0745@2|Bacteria,2GP1I@201174|Actinobacteria,4F3AP@85017|Promicromonosporaceae",K,"Transcriptional regulatory protein, C terminal",vicR,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C"
J2S48_RS01965,1705.443475,1091.874935,2625.796285,1.196471027,1.270239808,0.330651046,3.84163251,0.000122219,0.000578547,"COG3693@1|root,COG3693@2|Bacteria,2I8RT@201174|Actinobacteria,4F3CJ@85017|Promicromonosporaceae",G,Glycosyl hydrolase family 10,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_hydro_10
J2S48_RS04560,4173.607464,2612.550544,6515.192845,1.23721344,1.316857234,0.344205623,3.825786524,0.000130355,0.000615397,"COG2047@1|root,COG2047@2|Bacteria,2GK8I@201174|Actinobacteria,4F3MC@85017|Promicromonosporaceae",S,PAC2 family,-,-,-,-,-,-,-,-,-,-,-,-,PAC2
J2S48_RS05525,265.5408223,394.7261971,71.76276011,-2.187567116,-2.459183113,0.642810526,-3.825673374,0.000130415,0.000615397,"COG0346@1|root,COG0346@2|Bacteria,2IKP7@201174|Actinobacteria",E,glyoxalase bleomycin resistance protein dioxygenase,-,-,-,-,-,-,-,-,-,-,-,-,Glyoxalase
J2S48_RS08875,110.5257049,12.37400052,257.7532615,3.767259046,4.335516485,1.133377363,3.825307111,0.000130609,0.000615397,"COG1335@1|root,COG1335@2|Bacteria,2I77A@201174|Actinobacteria",Q,isochorismatase hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
J2S48_RS20375,12969.3765,17879.91978,5603.56159,-1.530764011,-1.673902743,0.4376114,-3.825089438,0.000130725,0.000615397,"COG0579@1|root,COG0579@2|Bacteria,2GJZ8@201174|Actinobacteria,4F3JW@85017|Promicromonosporaceae",C,Malate:quinone oxidoreductase (Mqo),mqo,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0044424,GO:0044464,GO:0055114,GO:0071944",1.1.5.4,ko:K00116,"ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map01100,map01110,map01120,map01130,map01200","M00009,M00011","R00360,R00361,R01257",RC00031,"ko00000,ko00001,ko00002,ko01000",-,-,-,Mqo
J2S48_RS01840,433.3749468,205.5629146,775.0929951,1.745298272,1.914686243,0.501276999,3.819617193,0.000133659,0.000628344,"COG1309@1|root,COG1309@2|Bacteria,2GKE2@201174|Actinobacteria",K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS12920,69.8636381,5.208992333,166.8456068,4.29343102,4.981431084,1.304524701,3.818579349,0.000134222,0.000630125,"COG0730@1|root,COG0730@2|Bacteria,2GJCC@201174|Actinobacteria",S,membrane transporter protein,-,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE
J2S48_RS11535,618.5568452,380.3742922,975.8306746,1.267361857,1.352686336,0.354298385,3.817929726,0.000134576,0.000630919,"COG2721@1|root,COG2721@2|Bacteria,2GJC8@201174|Actinobacteria,4F418@85017|Promicromonosporaceae",G,"D-galactarate dehydratase / Altronate hydrolase, C terminus",-,-,"4.2.1.42,4.2.1.7","ko:K01685,ko:K01708","ko00040,ko00053,ko01100,map00040,map00053,map01100",M00631,"R01540,R05608",RC00543,"ko00000,ko00001,ko00002,ko01000",-,-,-,"GD_AH_C,SAF"
J2S48_RS04185,1872.249616,2412.685317,1061.596064,-1.120176487,-1.186193292,0.310884658,-3.815541426,0.000135885,0.000635307,"COG1063@1|root,COG1063@2|Bacteria,2GKFG@201174|Actinobacteria",E,Alcohol dehydrogenase GroES domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,Glu_dehyd_C"
J2S48_RS18885,2489.393124,3212.350048,1404.957738,-1.125328991,-1.192811626,0.312595873,-3.815826533,0.000135728,0.000635307,"COG0272@1|root,COG0272@2|Bacteria,2GJUY@201174|Actinobacteria,4F46W@85017|Promicromonosporaceae",L,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA,ligA,"GO:0000287,GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016874,GO:0016886,GO:0030312,GO:0033554,GO:0034641,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0071944,GO:0090304,GO:0140097,GO:1901360",6.5.1.2,ko:K01972,"ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430",-,R00382,RC00005,"ko00000,ko00001,ko01000,ko03032,ko03400",-,-,-,"BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2"
J2S48_RS11955,33.49624489,55.47452153,0.528829935,-5.682209179,-6.731768927,1.765890395,-3.81211028,0.000137785,0.000643313,,,,,,,,,,,,,,,,
J2S48_RS20610,434.2653043,141.8668439,872.8629949,2.320801987,2.599158569,0.682022827,3.810955389,0.000138431,0.000645443,"COG5473@1|root,COG5473@2|Bacteria,2GN5K@201174|Actinobacteria,4F5PR@85017|Promicromonosporaceae",J,Zn-ribbon protein possibly nucleic acid-binding,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS26085,596.0610654,893.3583106,150.1151975,-2.273113633,-2.569779284,0.674406876,-3.810428654,0.000138726,0.000645937,,,,,,,,,,,,,,,,
J2S48_RS06685,21645.93127,28637.30504,11158.87061,-1.275046584,-1.359886013,0.357390271,-3.805044856,0.000141778,0.000659251,"COG1404@1|root,COG3055@1|root,COG1404@2|Bacteria,COG3055@2|Bacteria,2HQIW@201174|Actinobacteria,4F5H7@85017|Promicromonosporaceae",O,Subtilase family,nanM,"GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005623,GO:0016853,GO:0016854,GO:0016857,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",5.1.3.24,"ko:K13276,ko:K17948",-,-,-,-,"ko00000,ko01000,ko01002,ko03110",-,-,-,"CarbopepD_reg_2,CarboxypepD_reg,Inhibitor_I9,Kelch_1,Kelch_4,Kelch_6,Malectin,PKD,Peptidase_M6,Peptidase_S8"
J2S48_RS23985,194.4221691,55.84691141,402.2850557,2.515626233,2.840953848,0.747730065,3.799437764,0.000145025,0.000673428,"2EZ26@1|root,33S8M@2|Bacteria,2GNMU@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS08900,505.0960841,691.6758759,225.2263964,-1.486217465,-1.614006393,0.424906361,-3.79849901,0.000145575,0.000675065,"COG3629@1|root,COG3629@2|Bacteria,2I2QB@201174|Actinobacteria,4D98R@85008|Micromonosporales",K,Bacterial transcriptional activator domain,-,-,-,-,-,-,-,-,-,-,-,-,"BTAD,Trans_reg_C"
J2S48_RS01050,284.6654765,156.4509589,476.9872529,1.481688256,1.603266036,0.422256974,3.796896521,0.000146519,0.0006776,"COG1304@1|root,COG1304@2|Bacteria,2GJA5@201174|Actinobacteria,4F58U@85017|Promicromonosporaceae",C,FMN-dependent dehydrogenase,-,-,"1.1.2.3,1.13.12.4","ko:K00101,ko:K00467","ko00620,ko01100,map00620,map01100",-,"R00196,R00319","RC00044,RC01312","ko00000,ko00001,ko01000",-,-,-,FMN_dh
