geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS17975,G,4463.699681,2675.504056,7145.993118,1.339928423,1.41727597,0.333079674,4.255065919,2.09E-05,0.000119878,"COG1482@1|root,COG1482@2|Bacteria,2GJXC@201174|Actinobacteria,4F3DG@85017|Promicromonosporaceae",Phosphomannose isomerase type I,,manA,-,5.3.1.8,ko:K01809,"ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130",M00114,R01819,RC00376,"ko00000,ko00001,ko00002,ko01000",-,-,-,PMI_typeI
J2S48_RS14150,M,8955.876626,5968.596101,13436.79741,1.120717254,1.171623849,0.275384584,4.254500495,2.10E-05,0.00011996,"COG1361@1|root,COG1361@2|Bacteria,2I9F2@201174|Actinobacteria,4F42I@85017|Promicromonosporaceae",Conserved repeat domain,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS18155,P,2812.506721,1616.016653,4607.241823,1.424406199,1.508097149,0.35449923,4.254161983,2.10E-05,0.00011996,"COG1914@1|root,COG1914@2|Bacteria,2HGNF@201174|Actinobacteria,4F5SV@85017|Promicromonosporaceae",Natural resistance-associated macrophage protein,,-,-,-,-,-,-,-,-,-,-,-,-,Nramp
J2S48_RS11010,K,1398.926516,734.1844546,2396.039608,1.599025423,1.707144125,0.402449214,4.241887087,2.22E-05,0.000125871,"COG0454@1|root,COG0456@2|Bacteria,2I784@201174|Actinobacteria",acetyltransferase,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS17405,ET,5509.035446,2952.894493,9343.246876,1.556692469,1.659893473,0.392021496,4.234189935,2.29E-05,0.000130044,"COG0834@1|root,COG0834@2|Bacteria,2GJQW@201174|Actinobacteria",Belongs to the bacterial solute-binding protein 3 family,,atrA,-,-,ko:K02030,-,M00236,-,-,"ko00000,ko00002,ko02000",3.A.1.3,-,-,SBP_bac_3
J2S48_RS15540,G,256.660503,62.45661236,547.9663389,2.854162846,3.160215018,0.74821739,4.223658873,2.40E-05,0.000135824,"COG3507@1|root,COG3507@2|Bacteria,2GIYA@201174|Actinobacteria,4F5JA@85017|Promicromonosporaceae",Glycosyl hydrolases family 43,,-,-,3.2.1.99,ko:K06113,-,-,-,-,"ko00000,ko01000",-,GH43,-,"Glyco_hydro_43,RicinB_lectin_2"
J2S48_RS07790,K,1857.085365,1083.028759,3018.170273,1.397755869,1.482434033,0.351232223,4.220666379,2.44E-05,0.000137412,"COG1316@1|root,COG1316@2|Bacteria,2GJM3@201174|Actinobacteria,4F3Y4@85017|Promicromonosporaceae",Cell envelope-related transcriptional attenuator domain,,-,-,-,-,-,-,-,-,-,-,-,-,LytR_cpsA_psr
J2S48_RS13240,-,1595.324525,433.8014745,3337.609101,2.671345494,2.944722579,0.698343187,4.216727007,2.48E-05,0.000139603,"2C39G@1|root,345D9@2|Bacteria,2GQEK@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS12415,O,662.002174,368.8874953,1101.674192,1.476571155,1.570982849,0.372716247,4.214956711,2.50E-05,0.00014024,"COG0229@1|root,COG0229@2|Bacteria,2IHV0@201174|Actinobacteria,4F4H0@85017|Promicromonosporaceae",SelR domain,,msrB,-,1.8.4.12,ko:K07305,-,-,-,-,"ko00000,ko01000",-,-,-,SelR
J2S48_RS08010,K,2148.292742,397.4995076,4774.482595,3.231579031,3.593224247,0.852791667,4.213484239,2.51E-05,0.000140695,"COG1595@1|root,COG1595@2|Bacteria,2GK4C@201174|Actinobacteria,4F4CQ@85017|Promicromonosporaceae",ECF sigma factor,,sigE,"GO:0000302,GO:0000988,GO:0000990,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0006950,GO:0006979,GO:0008150,GO:0009266,GO:0009405,GO:0009408,GO:0009410,GO:0009605,GO:0009607,GO:0009628,GO:0009636,GO:0009889,GO:0010035,GO:0010468,GO:0010556,GO:0016987,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0040007,GO:0042221,GO:0042493,GO:0042542,GO:0043207,GO:0043254,GO:0044087,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0046677,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0075136,GO:0080090,GO:0090034,GO:0097159,GO:0140110,GO:1901363,GO:1901700,GO:1903506,GO:2000112,GO:2000142,GO:2001141",-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4_2"
J2S48_RS14330,,3854.521695,2409.506932,6022.043839,1.254689041,1.321371884,0.314095724,4.206908226,2.59E-05,0.000144613,,,,,,,,,,,,,,,,
J2S48_RS14500,K,26784.87171,12949.22748,47538.33806,1.746401647,1.876294763,0.448050339,4.187687408,2.82E-05,0.000156904,"COG1278@1|root,COG1278@2|Bacteria,2GQRU@201174|Actinobacteria,4F4W1@85017|Promicromonosporaceae",Cold shock protein domain,,-,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
J2S48_RS19295,S,1199.445166,507.9614716,2236.670708,1.973963732,2.142516434,0.51172025,4.18689007,2.83E-05,0.0001572,"COG2606@1|root,COG2606@2|Bacteria,2IHS8@201174|Actinobacteria,4F4HG@85017|Promicromonosporaceae",Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily,,ybaK,-,-,ko:K03976,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,tRNA_edit
J2S48_RS23880,G,3411.398366,2037.540367,5472.185364,1.344133621,1.422633734,0.340187011,4.181916678,2.89E-05,0.000160418,"COG3291@1|root,COG3386@1|root,COG3291@2|Bacteria,COG3386@2|Bacteria,2GNGF@201174|Actinobacteria,4F43T@85017|Promicromonosporaceae",Pkd domain containing protein,,-,-,-,-,-,-,-,-,-,-,-,-,"Big_3_2,Copper-bind,DUF1080"
J2S48_RS12005,,1360.63806,750.1655007,2276.346899,1.506845513,1.609108572,0.386451151,4.163808464,3.13E-05,0.000173411,,,,,,,,,,,,,,,,
J2S48_RS18805,S,1550.763983,858.4972401,2589.164097,1.492912734,1.592534954,0.383082739,4.157156641,3.22E-05,0.000178247,"COG3573@1|root,COG3573@2|Bacteria,2GIYM@201174|Actinobacteria,4F3H5@85017|Promicromonosporaceae",NAD(P)-binding Rossmann-like domain,,-,-,-,ko:K07077,-,-,-,-,ko00000,-,-,-,FAD_binding_2
J2S48_RS01115,S,5449.77232,3728.624037,8031.494744,1.061383173,1.107651067,0.266917028,4.149795447,3.33E-05,0.000182891,"COG1559@1|root,COG1559@2|Bacteria,2GKGQ@201174|Actinobacteria,4F404@85017|Promicromonosporaceae",Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation,,mltG,-,-,ko:K07082,-,-,-,-,ko00000,-,-,-,YceG
J2S48_RS05745,F,2183.806626,1339.119728,3450.836974,1.288498489,1.365083172,0.329463358,4.143353548,3.42E-05,0.000187619,"COG1457@1|root,COG1457@2|Bacteria,2GJ6B@201174|Actinobacteria,4F5B8@85017|Promicromonosporaceae","Permease for cytosine/purines, uracil, thiamine, allantoin",,-,-,-,ko:K03457,-,-,-,-,ko00000,2.A.39,-,-,Transp_cyt_pur
J2S48_RS14960,,429.8817989,229.3935662,730.614148,1.564556968,1.675738599,0.40445401,4.143211729,3.42E-05,0.000187619,,,,,,,,,,,,,,,,
J2S48_RS19090,E,5196.108677,1995.421557,9997.139356,2.123075837,2.32289852,0.564370197,4.115912806,3.86E-05,0.000210596,"COG0440@1|root,COG0440@2|Bacteria,2GJCH@201174|Actinobacteria,4F3FC@85017|Promicromonosporaceae",ACT domain,,ilvN,"GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0030312,GO:0032991,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234",2.2.1.6,ko:K01653,"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R00006,R00014,R00226,R03050,R04672,R04673,R08648","RC00027,RC00106,RC01192,RC02744,RC02893","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACT,ACT_5,ALS_ss_C"
J2S48_RS00710,L,390.6547733,149.8365649,751.8820858,2.131993904,2.335641816,0.568429793,4.108936309,3.97E-05,0.000216712,"COG3593@1|root,COG3593@2|Bacteria,2GMN5@201174|Actinobacteria,4F5PV@85017|Promicromonosporaceae",DNA synthesis involved in DNA repair,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS11315,G,1524.674944,870.3390959,2506.178715,1.433555541,1.527690381,0.371830506,4.108566554,3.98E-05,0.000216713,"COG1653@1|root,COG1653@2|Bacteria,2GJIP@201174|Actinobacteria",Extracellular solute-binding protein,,-,-,-,ko:K02027,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,"SBP_bac_1,SBP_bac_8"
J2S48_RS00370,L,749.9119979,433.2534861,1224.899766,1.410794429,1.502048067,0.365966575,4.104331301,4.05E-05,0.00021967,"COG0582@1|root,COG0582@2|Bacteria,2I9BZ@201174|Actinobacteria,4F4B9@85017|Promicromonosporaceae",Phage integrase family,,-,-,-,-,-,-,-,-,-,-,-,-,Phage_integrase
J2S48_RS16755,T,24801.61837,13282.13295,42080.84652,1.563520294,1.663274752,0.405597635,4.100799923,4.12E-05,0.000222344,"COG3300@1|root,COG3300@2|Bacteria,2GMG6@201174|Actinobacteria,4F4HQ@85017|Promicromonosporaceae",Bacterial signalling protein N terminal repeat,,-,-,-,-,-,-,-,-,-,-,-,-,MHYT
J2S48_RS05240,S,1257.610902,673.3336425,2134.02679,1.557930316,1.669608233,0.407542197,4.096773898,4.19E-05,0.000225531,"2AFXT@1|root,3161G@2|Bacteria,2IKPZ@201174|Actinobacteria,4F4N8@85017|Promicromonosporaceae",Protein of unknown function (DUF2469),,-,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF2469
J2S48_RS20620,S,2465.920857,1603.485165,3759.574395,1.170018844,1.23213107,0.30134448,4.088779298,4.34E-05,0.000232603,"COG3296@1|root,COG3296@2|Bacteria,2IQSV@201174|Actinobacteria,4F4XV@85017|Promicromonosporaceae",Domain of unknown function (DUF4870),,-,-,-,ko:K09940,-,-,-,-,ko00000,-,-,-,DUF4870
J2S48_RS19835,,791.1693403,370.6740679,1421.912249,1.795526813,1.946517757,0.47722706,4.078808435,4.53E-05,0.000241779,,,,,,,,,,,,,,,,
J2S48_RS25640,V,1647.580423,618.110531,3191.785262,2.16110175,2.372523449,0.582887085,4.070296821,4.70E-05,0.000250002,"COG1434@1|root,COG1434@2|Bacteria,2GMGZ@201174|Actinobacteria",DUF218 domain,,-,-,-,-,-,-,-,-,-,-,-,-,DUF218
J2S48_RS15975,E,9376.333413,5168.90265,15687.47956,1.4933054,1.60157038,0.395331697,4.051206596,5.10E-05,0.000270883,"COG0722@1|root,COG0722@2|Bacteria,2GMVF@201174|Actinobacteria,4F436@85017|Promicromonosporaceae",Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP),,aroG,-,2.5.1.54,ko:K01626,"ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024",M00022,R01826,RC00435,"ko00000,ko00001,ko00002,ko01000",-,-,-,DAHP_synth_1
J2S48_RS26610,,105.7456816,31.55333663,217.034199,2.503812218,2.780843539,0.686966042,4.048007281,5.17E-05,0.000274184,,,,,,,,,,,,,,,,
J2S48_RS01605,P,443.0373633,244.1873601,741.312368,1.489301266,1.595039445,0.39437178,4.044507056,5.24E-05,0.00027745,"COG1226@1|root,2Z7ZD@2|Bacteria,2IC5E@201174|Actinobacteria",PFAM Ion transport protein,,-,-,-,ko:K08714,-,-,-,-,"ko00000,ko02000",1.A.1.14,-,-,Ion_trans
J2S48_RS18705,C,1243.906334,687.8734701,2077.955629,1.485699355,1.591620898,0.393878685,4.040891165,5.32E-05,0.000281327,"COG1146@1|root,COG1146@2|Bacteria,2IKVN@201174|Actinobacteria,4F4NA@85017|Promicromonosporaceae",4Fe-4S binding domain,,fdxA,-,-,ko:K05524,-,-,-,-,ko00000,-,-,-,Fer4
J2S48_RS15070,S,50146.64089,27778.19506,83699.30964,1.495691901,1.591048691,0.394482683,4.033253576,5.50E-05,0.000289736,"COG2229@1|root,COG2229@2|Bacteria,2GJIT@201174|Actinobacteria,4F42W@85017|Promicromonosporaceae",Conserved hypothetical ATP binding protein,,-,-,-,ko:K06945,-,-,-,-,ko00000,-,-,-,ATP_bind_1
J2S48_RS13410,K,11777.87258,5029.607336,21900.27045,1.939722721,2.121903233,0.526277461,4.031909761,5.53E-05,0.000290501,"COG1695@1|root,COG1695@2|Bacteria,2GMJM@201174|Actinobacteria,4F4BR@85017|Promicromonosporaceae",Transcriptional regulator PadR-like family,,-,-,-,-,-,-,-,-,-,-,-,-,"PadR,Vir_act_alpha_C"
J2S48_RS17840,G,6369.114626,4409.165055,9309.038981,1.031261098,1.077083979,0.267129204,4.032071235,5.53E-05,0.000290501,"COG1653@1|root,COG1653@2|Bacteria,2GJIP@201174|Actinobacteria,4F3SV@85017|Promicromonosporaceae",Bacterial extracellular solute-binding protein,,-,-,-,ko:K10240,"ko02010,map02010",M00206,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.23,-,-,SBP_bac_8
J2S48_RS04775,S,5056.176175,3104.970082,7982.985313,1.289208855,1.36395458,0.338591001,4.028324951,5.62E-05,0.000294512,"2DN32@1|root,32V8W@2|Bacteria,2IPEI@201174|Actinobacteria,4F4I8@85017|Promicromonosporaceae",Putative bacterial sensory transduction regulator,,-,-,-,-,-,-,-,-,-,-,-,-,YbjN
J2S48_RS05095,M,8434.674324,5777.892747,12419.84669,1.050387705,1.103317723,0.274262343,4.022855315,5.75E-05,0.000300976,"COG0750@1|root,COG0750@2|Bacteria,2GJJT@201174|Actinobacteria,4F3AG@85017|Promicromonosporaceae",Peptidase family M50,,rip1,-,-,ko:K11749,"ko02024,ko04112,map02024,map04112",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"PDZ_2,Peptidase_M50"
J2S48_RS16460,K,2838.454709,1758.173322,4458.87679,1.268137307,1.34514803,0.334691402,4.019069573,5.84E-05,0.000305385,"COG1309@1|root,COG1309@2|Bacteria,2IRD6@201174|Actinobacteria,4F4PR@85017|Promicromonosporaceae","Bacterial regulatory proteins, tetR family",,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS24880,E,6430.711927,3859.761479,10287.1376,1.331473957,1.414064702,0.352171658,4.015271158,5.94E-05,0.000309871,"COG0159@1|root,COG0159@2|Bacteria,2GN6T@201174|Actinobacteria,4F37R@85017|Promicromonosporaceae",The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate,,trpA,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944",4.2.1.20,ko:K01695,"ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230",M00023,"R00674,R02340,R02722","RC00209,RC00210,RC00700,RC00701,RC02868","ko00000,ko00001,ko00002,ko01000",-,-,-,Trp_syntA
J2S48_RS15745,V,451.7477403,200.797662,828.1728578,1.86692471,2.03581744,0.507702809,4.009860503,6.08E-05,0.000316573,"COG1131@1|root,COG1131@2|Bacteria,2GKEH@201174|Actinobacteria,4F45P@85017|Promicromonosporaceae","AAA domain, putative AbiEii toxin, Type IV TA system",,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162"
J2S48_RS08670,S,2010.835778,1113.389706,3357.004886,1.483216546,1.589950565,0.396687035,4.008072926,6.12E-05,0.000318492,"2C3CF@1|root,32RRR@2|Bacteria",Protein of unknown function (DUF3175),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3175
J2S48_RS16935,S,1518.703978,677.4435614,2780.594603,1.859644382,2.0322815,0.507170089,4.007100469,6.15E-05,0.000318922,"COG2331@1|root,COG2331@2|Bacteria,2IQHE@201174|Actinobacteria,4F4UE@85017|Promicromonosporaceae",Putative regulatory protein,,-,-,-,-,-,-,-,-,-,-,-,-,Zn-ribbon_8
J2S48_RS19770,EGP,1441.559133,827.9024125,2362.044213,1.411063538,1.507128677,0.376120642,4.007035271,6.15E-05,0.000318922,"COG0477@1|root,COG0477@2|Bacteria,2GIYR@201174|Actinobacteria,4F36G@85017|Promicromonosporaceae",Sugar (and other) transporter,,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
J2S48_RS14520,E,2749.508789,1728.971207,4280.315163,1.234286881,1.305650527,0.326007551,4.004970202,6.20E-05,0.000320746,"COG4177@1|root,COG4177@2|Bacteria,2GJB3@201174|Actinobacteria,4F3XP@85017|Promicromonosporaceae",Belongs to the binding-protein-dependent transport system permease family,,livM,-,-,ko:K01998,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2
J2S48_RS08500,K,5251.01882,3372.919199,8068.168251,1.189876979,1.257796032,0.314742239,3.996273382,6.43E-05,0.000331248,"COG5662@1|root,COG5662@2|Bacteria,2I0MN@201174|Actinobacteria,4F4TV@85017|Promicromonosporaceae",Putative zinc-finger,,-,-,-,-,-,-,-,-,-,-,-,-,zf-HC2
J2S48_RS24840,E,2080.070114,1416.769737,3075.02068,1.064936003,1.115811163,0.279628863,3.990329007,6.60E-05,0.000337018,"COG0139@1|root,COG0139@2|Bacteria,2IKKU@201174|Actinobacteria,4F4MU@85017|Promicromonosporaceae",Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,,hisI,"GO:0008150,GO:0040007","3.5.4.19,3.6.1.31","ko:K01496,ko:K11755","ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,"R04035,R04037","RC00002,RC01055","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv1606,PRA-CH
J2S48_RS14825,OU,1315.898833,697.4440308,2243.581036,1.565143742,1.686674081,0.424032349,3.977701427,6.96E-05,0.000353808,"COG1585@1|root,COG1585@2|Bacteria,2IRJ7@201174|Actinobacteria,4F5NK@85017|Promicromonosporaceae","NfeD-like C-terminal, partner-binding",,-,-,-,-,-,-,-,-,-,-,-,-,NfeD
J2S48_RS22550,S,115.3702641,29.26448908,244.5289267,2.687669377,3.00568082,0.756222385,3.974599113,7.05E-05,0.000357518,"COG4803@1|root,COG4803@2|Bacteria,2IHYU@201174|Actinobacteria,4F5JS@85017|Promicromonosporaceae",Protein of unknown function (DUF1269),,-,-,-,-,-,-,-,-,-,-,-,-,DUF1269
J2S48_RS04405,D,145232.4678,78737.55291,244974.8402,1.502033502,1.637514896,0.412383631,3.970853283,7.16E-05,0.00036211,"COG1799@1|root,COG1799@2|Bacteria,2GNVH@201174|Actinobacteria,4F4G3@85017|Promicromonosporaceae","Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA",,sepF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K09772,-,-,-,-,"ko00000,ko03036",-,-,-,SepF
J2S48_RS08310,I,8141.998629,5441.312345,12193.02806,1.100987601,1.163052184,0.29330607,3.965319171,7.33E-05,0.000369521,"COG2057@1|root,COG2057@2|Bacteria,2GKV9@201174|Actinobacteria,4F3QY@85017|Promicromonosporaceae",Coenzyme A transferase,,-,-,2.8.3.5,ko:K01029,"ko00072,ko00280,ko00650,map00072,map00280,map00650",-,R00410,RC00014,"ko00000,ko00001,ko01000",-,-,-,CoA_trans
J2S48_RS04570,T,7096.401986,3988.825617,11757.76654,1.457983785,1.561114767,0.393829875,3.963931804,7.37E-05,0.000371128,"COG4251@1|root,COG4251@2|Bacteria,2GK25@201174|Actinobacteria,4F43B@85017|Promicromonosporaceae","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain",,-,-,-,-,-,-,-,-,-,-,-,-,"CHASE3,HAMP,HATPase_c,HisKA"
J2S48_RS20830,,1048.206123,562.2642079,1777.118996,1.540911574,1.65980955,0.418985726,3.961494264,7.45E-05,0.000374385,,,,,,,,,,,,,,,,
J2S48_RS14415,S,2976.753789,1924.757628,4554.748031,1.175198048,1.245604143,0.314858678,3.956073719,7.62E-05,0.000381853,"COG2606@1|root,COG2606@2|Bacteria,2IIIW@201174|Actinobacteria,4F4JZ@85017|Promicromonosporaceae",Aminoacyl-tRNA editing domain,,-,-,-,-,-,-,-,-,-,-,-,-,tRNA_edit
J2S48_RS13195,S,423.1503632,71.62767621,950.4343937,3.265863748,3.695531796,0.935473113,3.950441488,7.80E-05,0.000389807,"COG3795@1|root,COG3795@2|Bacteria,2IM8J@201174|Actinobacteria,4F5RT@85017|Promicromonosporaceae",YCII-related domain,,-,-,-,-,-,-,-,-,-,-,-,-,YCII
J2S48_RS13145,S,454.0282466,255.6896967,751.5360714,1.44527773,1.550176725,0.392694696,3.9475367,7.90E-05,0.000393414,"2E5NA@1|root,330D3@2|Bacteria,2IQ91@201174|Actinobacteria,4F4T8@85017|Promicromonosporaceae",Domain of unknown function (DUF4287),,-,-,-,-,-,-,-,-,-,-,-,-,DUF4287
J2S48_RS16805,F,5067.492508,3462.295557,7475.287933,1.052409334,1.111388369,0.281787504,3.944065487,8.01E-05,0.000396838,"COG0207@1|root,COG0207@2|Bacteria,2GKY0@201174|Actinobacteria,4F3CB@85017|Promicromonosporaceae","Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis",,thyA,"GO:0003674,GO:0003824,GO:0004799,GO:0006139,GO:0006220,GO:0006221,GO:0006231,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009056,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009125,GO:0009129,GO:0009130,GO:0009131,GO:0009157,GO:0009159,GO:0009162,GO:0009165,GO:0009166,GO:0009176,GO:0009177,GO:0009178,GO:0009219,GO:0009221,GO:0009223,GO:0009262,GO:0009263,GO:0009264,GO:0009265,GO:0009394,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0032259,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042083,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046073,GO:0046078,GO:0046079,GO:0046385,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0072529,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576",2.1.1.45,ko:K00560,"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",M00053,R02101,"RC00219,RC00332","ko00000,ko00001,ko00002,ko01000",-,-,-,Thymidylat_synt
J2S48_RS24815,F,30552.87635,20006.00077,46373.18972,1.14878437,1.212752207,0.307978708,3.937779382,8.22E-05,0.000406786,"COG0638@1|root,COG0638@2|Bacteria,2GMC6@201174|Actinobacteria,4F40X@85017|Promicromonosporaceae","Catalyzes the covalent attachment of the prokaryotic ubiquitin-like protein modifier Pup to the proteasomal substrate proteins, thereby targeting them for proteasomal degradation. This tagging system is termed pupylation. The ligation reaction involves the side-chain carboxylate of the C-terminal glutamate of Pup and the side-chain amino group of a substrate lysine",,pafA,"GO:0000166,GO:0000302,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006464,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009405,GO:0009987,GO:0010035,GO:0010498,GO:0016020,GO:0016740,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0018193,GO:0018205,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0030312,GO:0030554,GO:0032446,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034599,GO:0034614,GO:0035639,GO:0035690,GO:0036094,GO:0036211,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044419,GO:0044464,GO:0050896,GO:0051409,GO:0051603,GO:0051704,GO:0051716,GO:0070490,GO:0070647,GO:0070887,GO:0071241,GO:0071704,GO:0071731,GO:0071732,GO:0071944,GO:0097159,GO:0097366,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170",6.3.1.19,ko:K13571,-,M00342,R11207,"RC00090,RC00096","ko00000,ko00002,ko01000,ko03051",-,-,-,Pup_ligase
J2S48_RS16905,K,757.4484472,410.6750003,1277.608618,1.513736238,1.630050209,0.414133589,3.936049269,8.28E-05,0.000409135,"COG1191@1|root,COG1191@2|Bacteria,2GYJG@201174|Actinobacteria,4F4SE@85017|Promicromonosporaceae",sigma factor activity,,-,-,-,-,-,-,-,-,-,-,-,-,HTH_23
J2S48_RS17200,M,424.0284666,133.8309732,859.3247066,2.420645651,2.701164818,0.687860055,3.92691042,8.60E-05,0.000424376,"COG2335@1|root,COG2335@2|Bacteria,2GJC2@201174|Actinobacteria",Fasciclin,,mpt,"GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0016020,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043207,GO:0044403,GO:0044419,GO:0044421,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0071944,GO:0075136",-,-,-,-,-,-,-,-,-,-,Fasciclin
